sample	cluster
SRR6113361	2
SRR6113362	2
SRR6113363	2
SRR6113364	2
SRR6113365	2
SRR6113367	2
SRR6113368	2
SRR6113369	6
SRR6113372	6
SRR6113373	6
SRR6113374	6
SRR6113375	6
SRR6113377	9
SRR6113378	9
SRR6113379	9
SRR6113380	9
SRR6113381	9
SRR6113382	9
SRR6113383	9
SRR6113384	9
SRR6113385	9
SRR6113386	9
SRR6113387	9
SRR6113388	9
SRR6113389	9
SRR6113390	9
SRR6113391	9
SRR6113392	9
SRR6113393	9
SRR6113394	9
SRR6113395	9
SRR6113396	9
SRR6113397	9
SRR6113398	9
SRR6113399	9
SRR6113400	9
SRR6113401	9
SRR6113402	9
SRR6113403	9
SRR6113404	9
SRR6113405	9
SRR6113406	9
SRR6113407	9
SRR6113408	9
SRR6113410	1
SRR6113411	1
SRR6113412	1
SRR6113413	1
SRR6113414	1
SRR6113415	1
SRR6113416	1
SRR6113417	1
SRR6113418	1
SRR6113419	1
SRR6113420	1
SRR6113421	1
SRR6113422	1
SRR6113423	1
SRR6113424	1
SRR6113425	1
SRR6113426	1
SRR6113427	1
SRR6113428	1
SRR6113429	1
SRR6113430	1
SRR6113431	1
SRR6113432	1
SRR6113433	1
SRR6113434	1
SRR6113435	1
SRR6113437	1
SRR6113438	1
SRR6113439	1
SRR6113440	1
SRR6113441	8
SRR6113442	8
SRR6113443	8
SRR6113444	8
SRR6113446	8
SRR6113447	8
SRR6113448	8
SRR6113449	1
SRR6113450	1
SRR6113451	1
SRR6113452	1
SRR6113453	1
SRR6113454	1
SRR6113455	1
SRR6113456	1
SRR6113457	6
SRR6113458	6
SRR6113459	6
SRR6113460	6
SRR6113461	6
SRR6113462	6
SRR6113463	6
SRR6113464	6
SRR6113465	8
SRR6113466	8
SRR6113467	8
SRR6113468	8
SRR6113469	8
SRR6113470	8
SRR6113471	8
SRR6113472	8
SRR6113473	8
SRR6113474	8
SRR6113475	8
SRR6113476	8
SRR6113477	8
SRR6113478	8
SRR6113479	8
SRR6113480	8
SRR6113481	8
SRR6113482	8
SRR6113483	8
SRR6113484	8
SRR6113485	8
SRR6113486	8
SRR6113487	8
SRR6113488	8
SRR6113489	6
SRR6113490	6
SRR6113491	6
SRR6113492	6
SRR6113493	6
SRR6113494	6
