sample	cluster
SRR6113361	0
SRR6113362	0
SRR6113363	0
SRR6113364	0
SRR6113365	0
SRR6113367	0
SRR6113368	0
SRR6113369	0
SRR6113372	0
SRR6113373	0
SRR6113374	0
SRR6113375	0
SRR6113377	0
SRR6113378	0
SRR6113379	0
SRR6113380	0
SRR6113381	0
SRR6113382	0
SRR6113383	0
SRR6113384	0
SRR6113385	0
SRR6113386	0
SRR6113387	0
SRR6113388	0
SRR6113389	0
SRR6113390	0
SRR6113391	0
SRR6113392	0
SRR6113393	0
SRR6113394	0
SRR6113395	0
SRR6113396	0
SRR6113397	0
SRR6113398	0
SRR6113399	0
SRR6113400	0
SRR6113401	0
SRR6113402	0
SRR6113403	0
SRR6113404	0
SRR6113405	0
SRR6113406	0
SRR6113407	0
SRR6113408	0
SRR6113410	0
SRR6113411	0
SRR6113412	0
SRR6113413	0
SRR6113414	0
SRR6113415	0
SRR6113416	0
SRR6113417	0
SRR6113418	0
SRR6113419	0
SRR6113420	0
SRR6113421	0
SRR6113422	0
SRR6113423	0
SRR6113424	0
SRR6113425	0
SRR6113426	0
SRR6113427	0
SRR6113428	0
SRR6113429	0
SRR6113430	0
SRR6113431	0
SRR6113432	0
SRR6113433	0
SRR6113434	0
SRR6113435	0
SRR6113437	0
SRR6113438	0
SRR6113439	0
SRR6113440	0
SRR6113441	0
SRR6113442	0
SRR6113443	0
SRR6113444	0
SRR6113446	0
SRR6113447	0
SRR6113448	0
SRR6113449	0
SRR6113450	0
SRR6113451	0
SRR6113452	0
SRR6113453	0
SRR6113454	0
SRR6113455	0
SRR6113456	0
SRR6113457	0
SRR6113458	0
SRR6113459	0
SRR6113460	0
SRR6113461	0
SRR6113462	0
SRR6113463	0
SRR6113464	0
SRR6113465	0
SRR6113466	0
SRR6113467	0
SRR6113468	0
SRR6113469	0
SRR6113470	0
SRR6113471	0
SRR6113472	0
SRR6113473	0
SRR6113474	0
SRR6113475	0
SRR6113476	0
SRR6113477	0
SRR6113478	0
SRR6113479	0
SRR6113480	0
SRR6113481	0
SRR6113482	0
SRR6113483	0
SRR6113484	0
SRR6113485	0
SRR6113486	0
SRR6113487	0
SRR6113488	0
SRR6113489	0
SRR6113490	0
SRR6113491	0
SRR6113492	0
SRR6113493	0
SRR6113494	0
SRR6113495	0
SRR6113496	0
SRR6113497	0
SRR6113498	0
SRR6113499	0
SRR6113500	0
SRR6113501	0
SRR6113502	0
SRR6113503	0
SRR6113504	0
SRR6113505	0
SRR6113506	0
SRR6113507	0
SRR6113508	0
SRR6113509	0
SRR6113510	0
SRR6113511	0
SRR6113512	0
SRR6113513	0
SRR6113514	0
SRR6113515	0
SRR6113516	0
SRR6113517	0
SRR6113518	0
SRR6113519	0
SRR6113520	0
SRR6113521	0
SRR6113522	0
SRR6113523	0
SRR6113524	0
SRR6113525	0
SRR6113526	0
SRR6113527	0
SRR6113528	0
SRR6113529	0
SRR6113530	0
SRR6113531	0
SRR6113532	0
SRR6113533	0
SRR6113534	0
SRR6113535	0
SRR6113536	0
SRR6113537	0
SRR6113538	0
SRR6113539	0
SRR6113540	0
SRR6113541	0
SRR6113542	0
SRR6113543	0
SRR6113544	0
SRR6113545	0
SRR6113546	0
SRR6113547	0
SRR6113548	0
SRR6113549	0
SRR6113550	0
SRR6113551	0
SRR6113552	0
SRR6113553	1
SRR6113554	1
SRR6113555	1
SRR6113556	1
SRR6113557	1
SRR6113558	1
SRR6113559	1
SRR6113560	1
SRR6113561	1
SRR6113562	1
SRR6113563	1
SRR6113564	1
SRR6113565	1
SRR6113566	1
SRR6113567	1
SRR6113568	1
SRR6113569	0
SRR6113570	0
SRR6113571	0
SRR6113572	0
SRR6113573	0
SRR6113574	0
SRR6113575	0
SRR6113576	0
SRR6113577	0
SRR6113578	0
SRR6113579	0
SRR6113580	0
SRR6113581	0
SRR6113582	0
SRR6113583	0
SRR6113584	0
SRR6113585	0
SRR6113586	0
SRR6113587	0
SRR6113588	0
SRR6113589	0
SRR6113590	0
SRR6113591	0
SRR6113592	0
SRR6113593	0
SRR6113594	0
SRR6113595	0
SRR6113596	0
SRR6113597	0
SRR6113598	0
SRR6113599	0
SRR6113600	0
SRR6113601	0
SRR6113602	0
SRR6113603	0
SRR6113604	0
SRR6113605	0
SRR6113606	0
SRR6113607	0
SRR6113608	0
SRR6113609	1
SRR6113610	1
SRR6113611	1
SRR6113612	1
SRR6113613	1
SRR6113614	1
SRR6113615	1
SRR6113616	1
SRR6113617	0
SRR6113618	0
SRR6113619	0
SRR6113620	0
SRR6113621	0
SRR6113622	0
SRR6113624	0
SRR6113625	0
SRR6113626	0
SRR6113627	0
SRR6113628	0
SRR6113629	0
SRR6113630	0
SRR6113631	0
SRR6113632	0
SRR6113633	0
SRR6113634	0
SRR6113635	0
SRR6113636	0
SRR6113637	0
SRR6113638	0
SRR6113639	0
SRR6113640	0
SRR6113641	0
SRR6113642	0
SRR6113643	0
SRR6113644	0
SRR6113645	0
SRR6113646	0
SRR6113647	0
SRR6113648	0
SRR6113649	0
SRR6113650	0
SRR6113651	0
SRR6113652	0
SRR6113653	0
SRR6113654	0
SRR6113655	0
SRR6113656	0
SRR6113657	0
SRR6113658	0
SRR6113659	0
SRR6113660	0
SRR6113661	0
SRR6113662	0
SRR6113663	0
SRR6113664	0
SRR6113665	0
SRR6113666	0
SRR6113667	0
SRR6113668	0
SRR6113669	0
SRR6113670	0
SRR6113671	0
SRR6113672	0
SRR6113673	0
SRR6113674	0
SRR6113675	0
SRR6113677	0
SRR6113678	0
SRR6113679	0
SRR6113680	0
SRR6113681	0
SRR6113682	0
SRR6113683	0
SRR6113684	0
SRR6113685	0
SRR6113687	0
SRR6113688	0
SRR6113689	0
SRR6113690	0
SRR6113691	0
SRR6113692	0
SRR6113693	0
SRR6113694	0
SRR6113695	0
SRR6113696	0
SRR6113697	0
SRR6113699	0
SRR6113701	0
SRR6113703	0
SRR6113704	0
SRR6113705	0
SRR6113708	0
SRR6113709	0
SRR6113710	0
SRR6113711	0
SRR6113712	0
SRR6113714	0
SRR6113715	0
SRR6113716	0
