sample	cluster
SRR6113649	0
SRR6113650	0
SRR6113651	0
SRR6113652	0
SRR6113653	0
SRR6113654	0
SRR6113655	0
SRR6113656	0
SRR6113657	0
SRR6113658	0
SRR6113659	0
SRR6113660	0
SRR6113661	0
SRR6113662	0
SRR6113663	0
SRR6113664	0
SRR6113665	0
SRR6113666	0
SRR6113667	0
SRR6113668	0
SRR6113669	0
SRR6113670	0
SRR6113671	0
SRR6113672	0
SRR6113673	0
SRR6113674	0
SRR6113675	0
SRR6113677	0
SRR6113678	0
SRR6113679	0
SRR6113680	0
SRR6113681	0
SRR6113682	1
SRR6113683	1
SRR6113684	1
SRR6113685	1
SRR6113687	1
SRR6113688	1
SRR6113689	1
SRR6113690	1
SRR6113691	1
SRR6113692	1
SRR6113693	1
SRR6113694	1
SRR6113695	1
SRR6113696	1
SRR6113697	1
SRR6113699	1
SRR6113701	1
SRR6113703	1
SRR6113704	1
SRR6113705	1
SRR6113708	1
SRR6113709	1
SRR6113710	1
SRR6113711	1
SRR6113712	1
SRR6113714	1
SRR6113715	1
SRR6113716	1
SRR6113717	1
SRR6113718	1
SRR6113719	1
SRR6113720	1
SRR6113721	1
SRR6113722	1
SRR6113723	1
SRR6113724	1
SRR6113725	1
SRR6113726	1
SRR6113727	1
SRR6113728	1
SRR6113729	1
SRR6113730	1
SRR6113731	1
SRR6113732	1
SRR6113733	1
SRR6113734	1
SRR6113735	1
SRR6113736	1
SRR6113737	1
SRR6113738	1
SRR6113739	1
SRR6113740	1
SRR6113741	1
SRR6113742	1
SRR6113743	1
SRR6113744	1
SRR6113745	1
SRR6113746	1
SRR6113748	1
SRR6113749	1
SRR6113750	1
SRR6113751	1
SRR6113752	1
SRR6113753	1
SRR6113754	1
SRR6113755	1
SRR6113756	1
SRR6113757	1
SRR6113758	1
SRR6113759	1
SRR6113760	1
SRR6113761	1
SRR6113762	1
SRR6113763	1
SRR6113764	1
SRR6113765	1
SRR6113766	1
SRR6113767	1
SRR6113768	1
SRR6113769	1
SRR6113770	1
SRR6113772	1
SRR6113773	1
SRR6113774	1
SRR6113776	1
SRR6113777	1
SRR6113778	1
SRR6113779	1
SRR6113780	1
SRR6113782	1
SRR6113783	1
SRR6113784	1
SRR6113785	1
SRR6113786	1
SRR6113787	1
SRR6113788	1
SRR6113790	1
SRR6113792	1
SRR6113793	1
SRR6113794	1
SRR6113795	1
SRR6113796	1
SRR6113797	1
SRR6113798	1
SRR6113799	1
SRR6113800	1
SRR6113801	1
SRR6113803	1
SRR6113804	1
SRR6113805	1
SRR6113806	1
SRR6113807	1
SRR6113810	1
SRR6113811	1
SRR6113812	1
SRR6113813	1
SRR6113815	1
SRR6113816	1
SRR6113817	1
SRR6113818	1
SRR6113819	1
SRR6113820	1
SRR6113822	1
SRR6113824	1
SRR6113825	1
SRR6113826	1
SRR6113827	1
SRR6113828	1
SRR6113829	1
SRR6113830	1
SRR6113831	1
SRR6113832	1
SRR6113833	1
SRR6113834	1
SRR6113835	1
SRR6113836	1
SRR6113837	1
SRR6113838	1
SRR6113839	1
SRR6113840	1
SRR6113841	1
SRR6113842	1
SRR6113843	1
SRR6113844	1
SRR6113845	1
SRR6113846	1
SRR6113847	1
SRR6113848	1
SRR6113849	1
SRR6113850	0
SRR6113851	0
SRR6113852	0
SRR6113853	0
SRR6113854	0
SRR6113855	0
SRR6113856	0
SRR6113857	0
SRR6113858	0
SRR6113859	0
SRR6113861	0
SRR6113862	0
SRR6113863	0
SRR6113864	0
SRR6113865	0
SRR6113866	0
SRR6113867	0
SRR6113868	0
SRR6113869	0
SRR6113870	0
SRR6113871	0
SRR6113872	0
